svm_linear,0.59,0.59
svm_polynomial,0.715,0.72
svm_rbf,0.99,0.9559999999999998
logistic,0.59,0.59
knn,1.0,0.95
decision_tree,1.0,0.9860279441117764
random_forest,0.9954940057875155,0.9448457857371583
