7.0,4.0,2.0
2.0,10.0,5.0
8.0,8.0,8.0
14.0,6.0,11.0
8.0,1.0,13.0
8.0,-2.0,15.0
9.0,6.0,18.0
3.0,1.0,20.0
2.0,8.0,22.0
8.0,6.0,25.0
2.0,1.0,27.0
1.0,8.0,29.0
7.0,6.0,32.0
1.0,1.0,34.0
-1.0,-3.0,35.0
3.0,-2.0,36.0
4.0,6.0,39.0
-2.0,3.0,39.0
-3.0,-2.0,39.0
1.0,-1.0,40.0
1.0,5.0,41.0
0.0,-3.0,42.0
4.0,-2.0,43.0
5.0,6.0,46.0
2.0,0.0,47.0
0.0,-1.0,47.0
0.0,5.0,48.0
-2.0,4.0,48.0
4.0,2.0,51.0
1.0,-4.0,52.0
2.0,4.0,55.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
-5.0,-3.0,54.0
